,Date,State,City,Crop Type,Season,Temperature (°C),Rainfall (mm),Supply Volume (tons),Demand Volume (tons),Transportation Cost (₹/ton),Fertilizer Usage (kg/hectare),Pest Infestation (0-1),Market Competition (0-1),Price (₹/ton)
44760,2023-01,Karnataka,Bellary,Millets,Rabi,26.2,107.4,2719.13,2133.17,432.46,268.7,0.7,0.67,19.11
44761,2023-02,Karnataka,Bellary,Millets,Rabi,16.2,287.8,2889.0,4065.96,492.21,244.84,0.77,0.16,117.12
44762,2023-03,Karnataka,Bellary,Millets,Rabi,16.9,114.1,2394.13,4160.1,175.72,64.85,0.88,0.31,231.47
44763,2023-04,Karnataka,Bellary,Millets,Rabi,29.0,14.0,4512.83,4484.24,86.1,255.4,0.49,0.89,204.33
44764,2023-05,Karnataka,Bellary,Millets,Rabi,35.0,151.0,4631.65,3204.37,113.61,284.22,0.36,0.83,115.04
44765,2023-06,Karnataka,Bellary,Millets,Rabi,35.7,52.3,758.32,2546.66,464.37,85.15,0.72,0.62,130.01
44766,2023-07,Karnataka,Bellary,Millets,Rabi,21.4,124.2,2152.63,3015.73,463.83,278.34,0.31,0.5,99.82
44767,2023-08,Karnataka,Bellary,Millets,Rabi,32.3,30.3,1791.73,524.94,290.75,228.98,0.32,0.11,31.48
44768,2023-09,Karnataka,Bellary,Millets,Rabi,32.0,197.8,4847.67,1593.53,301.14,298.85,0.62,0.07,103.9
44769,2023-10,Karnataka,Bellary,Millets,Rabi,29.8,112.6,776.66,1506.47,163.19,63.98,0.94,0.03,117.58
44770,2023-11,Karnataka,Bellary,Millets,Rabi,33.5,157.7,3961.79,1247.58,424.64,255.24,0.14,0.75,80.98
44771,2023-12,Karnataka,Bellary,Millets,Rabi,35.3,121.4,1773.49,3492.81,330.55,99.54,0.7,0.92,207.86
44772,2024-01,Karnataka,Bellary,Millets,Rabi,18.3,228.3,4162.84,789.62,239.69,153.84,0.54,0.96,61.09
44773,2024-02,Karnataka,Bellary,Millets,Rabi,37.8,99.1,3971.84,702.61,96.33,163.15,0.54,0.23,60.14
44774,2024-03,Karnataka,Bellary,Millets,Rabi,19.9,40.6,1093.55,2825.93,285.12,87.97,0.67,0.4,172.24
44775,2024-04,Karnataka,Bellary,Millets,Rabi,20.2,158.3,4408.31,3152.51,344.08,95.17,0.95,0.3,12.91
44776,2024-05,Karnataka,Bellary,Millets,Rabi,25.4,210.8,3977.0,3101.88,62.8,258.4,0.51,0.9,160.4
44777,2024-06,Karnataka,Bellary,Millets,Rabi,34.2,286.1,920.88,840.29,449.12,297.02,0.75,0.44,20.49
44778,2024-07,Karnataka,Bellary,Millets,Rabi,22.3,33.6,4336.43,418.25,179.47,123.44,0.77,0.87,105.47
44779,2024-08,Karnataka,Bellary,Millets,Rabi,29.5,187.7,2148.46,1095.51,193.54,62.25,0.8,0.01,20.37
44780,2024-09,Karnataka,Bellary,Millets,Rabi,17.7,283.2,4061.08,1109.98,341.88,76.39,0.51,0.17,97.76
44781,2024-10,Karnataka,Bellary,Millets,Rabi,25.8,207.6,1362.82,2908.93,478.84,226.7,0.92,0.13,105.85
44782,2024-11,Karnataka,Bellary,Millets,Rabi,24.6,181.8,1988.79,1501.35,448.26,279.0,0.49,0.62,15.48
44783,2024-12,Karnataka,Bellary,Millets,Rabi,19.2,219.7,4902.37,1052.05,306.64,249.79,0.44,0.28,132.46
44784,2023-01,Karnataka,Bellary,Millets,Zaid,21.8,76.8,1691.21,1343.5,102.06,171.05,0.19,0.96,135.11
44785,2023-02,Karnataka,Bellary,Millets,Zaid,17.4,250.5,3444.35,438.48,286.78,257.71,0.66,0.1,107.23
44786,2023-03,Karnataka,Bellary,Millets,Zaid,34.9,231.7,1436.83,1990.04,401.77,186.93,0.41,0.71,104.38
44787,2023-04,Karnataka,Bellary,Millets,Zaid,26.0,167.9,3792.82,2299.4,280.73,166.62,0.04,0.64,40.29
44788,2023-05,Karnataka,Bellary,Millets,Zaid,24.4,155.3,1762.56,430.71,330.66,139.73,0.6,0.67,15.27
44789,2023-06,Karnataka,Bellary,Millets,Zaid,38.4,28.9,4175.64,4358.17,268.1,275.93,0.49,0.62,147.63
44790,2023-07,Karnataka,Bellary,Millets,Zaid,32.0,198.9,1366.5,3239.26,97.64,127.66,0.95,0.26,249.42
44791,2023-08,Karnataka,Bellary,Millets,Zaid,22.0,74.4,4647.76,3579.62,396.44,101.58,0.44,0.22,13.29
44792,2023-09,Karnataka,Bellary,Millets,Zaid,25.4,101.2,4961.17,1913.15,206.19,268.4,0.37,0.37,49.69
44793,2023-10,Karnataka,Bellary,Millets,Zaid,16.5,222.5,2076.73,3454.37,188.52,85.78,0.99,0.2,197.16
44794,2023-11,Karnataka,Bellary,Millets,Zaid,22.3,200.6,1278.0,2248.84,417.23,237.58,0.91,0.58,103.67
44795,2023-12,Karnataka,Bellary,Millets,Zaid,35.8,299.1,2559.91,2003.17,413.43,263.88,0.64,0.08,16.47
44796,2024-01,Karnataka,Bellary,Millets,Zaid,29.1,255.4,810.86,2175.96,429.23,144.39,0.61,0.02,103.17
44797,2024-02,Karnataka,Bellary,Millets,Zaid,18.6,283.5,1887.38,3509.26,476.26,209.61,0.92,0.08,126.07
44798,2024-03,Karnataka,Bellary,Millets,Zaid,31.2,112.3,3949.15,1703.15,322.29,61.73,0.51,0.78,28.65
44799,2024-04,Karnataka,Bellary,Millets,Zaid,20.0,48.0,2773.47,895.55,69.86,125.78,0.52,0.07,4.96
44800,2024-05,Karnataka,Bellary,Millets,Zaid,17.5,46.9,1944.96,2655.12,434.92,152.85,0.47,0.24,68.92
44801,2024-06,Karnataka,Bellary,Millets,Zaid,19.7,279.3,1636.53,2113.65,188.26,75.97,0.86,0.88,168.32
44802,2024-07,Karnataka,Bellary,Millets,Zaid,30.9,200.5,2818.7,1137.47,160.69,53.24,0.65,0.9,48.71
44803,2024-08,Karnataka,Bellary,Millets,Zaid,28.6,29.4,682.99,4442.83,444.66,218.17,0.98,0.68,266.51
44804,2024-09,Karnataka,Bellary,Millets,Zaid,23.7,154.9,3536.2,3098.41,332.63,186.83,0.62,0.39,67.62
44805,2024-10,Karnataka,Bellary,Millets,Zaid,20.0,231.0,2845.94,3012.86,419.79,297.04,0.75,0.89,99.27
44806,2024-11,Karnataka,Bellary,Millets,Zaid,38.7,196.0,4895.16,3262.03,71.21,88.86,0.27,0.59,113.66
44807,2024-12,Karnataka,Bellary,Millets,Zaid,28.2,45.4,4650.82,617.71,414.86,161.26,0.12,0.47,182.48
44808,2023-01,Karnataka,Bellary,Millets,Post-Monsoon,33.7,25.1,1936.94,4100.4,380.96,278.16,0.33,0.57,207.04
44809,2023-02,Karnataka,Bellary,Millets,Post-Monsoon,36.8,241.0,2054.04,1108.91,101.3,100.47,0.63,0.81,103.89
44810,2023-03,Karnataka,Bellary,Millets,Post-Monsoon,35.8,151.8,3982.03,1351.56,74.24,148.87,0.14,0.39,12.28
44811,2023-04,Karnataka,Bellary,Millets,Post-Monsoon,33.4,131.0,1681.91,2411.24,115.95,134.24,0.86,0.94,199.49
44812,2023-05,Karnataka,Bellary,Millets,Post-Monsoon,29.9,176.7,4968.77,4196.94,381.64,273.61,0.06,0.11,58.81
44813,2023-06,Karnataka,Bellary,Millets,Post-Monsoon,26.6,21.8,3860.69,2304.35,268.19,135.82,0.92,0.09,18.59
44814,2023-07,Karnataka,Bellary,Millets,Post-Monsoon,34.6,288.8,720.82,1343.59,423.18,292.16,0.82,0.66,83.46
44815,2023-08,Karnataka,Bellary,Millets,Post-Monsoon,17.7,39.0,4356.98,4411.02,373.21,178.4,0.53,0.26,88.8
44816,2023-09,Karnataka,Bellary,Millets,Post-Monsoon,18.6,118.2,4419.31,3545.06,134.49,92.78,0.9,0.01,84.88
44817,2023-10,Karnataka,Bellary,Millets,Post-Monsoon,36.6,139.7,651.5,2524.62,296.31,103.5,0.36,0.23,180.85
44818,2023-11,Karnataka,Bellary,Millets,Post-Monsoon,29.1,60.7,1155.23,2478.43,374.18,247.83,0.26,0.91,155.66
44819,2023-12,Karnataka,Bellary,Millets,Post-Monsoon,20.7,145.7,2935.43,2414.16,167.41,211.65,0.61,0.38,97.51
44820,2024-01,Karnataka,Bellary,Millets,Post-Monsoon,18.7,160.8,852.99,4482.96,495.49,277.7,0.8,0.84,268.33
44821,2024-02,Karnataka,Bellary,Millets,Post-Monsoon,29.6,158.8,3351.37,4230.12,107.51,181.81,0.98,0.61,228.99
44822,2024-03,Karnataka,Bellary,Millets,Post-Monsoon,39.6,247.7,3111.16,2898.11,415.79,167.09,0.06,0.23,65.56
44823,2024-04,Karnataka,Bellary,Millets,Post-Monsoon,34.1,212.3,2214.26,3465.81,109.12,173.83,0.56,0.4,236.01
44824,2024-05,Karnataka,Bellary,Millets,Post-Monsoon,22.0,40.2,1286.13,3870.42,148.25,55.82,0.27,0.65,297.67
44825,2024-06,Karnataka,Bellary,Millets,Post-Monsoon,33.3,6.8,3738.15,1997.91,104.1,147.64,0.14,0.25,38.76
44826,2024-07,Karnataka,Bellary,Millets,Post-Monsoon,39.9,240.6,4614.48,3039.82,384.38,110.38,0.35,0.73,28.29
44827,2024-08,Karnataka,Bellary,Millets,Post-Monsoon,21.3,68.2,2405.84,1152.78,408.48,295.21,0.64,0.57,35.36
44828,2024-09,Karnataka,Bellary,Millets,Post-Monsoon,16.7,77.0,2385.1,3027.29,112.76,272.76,0.36,0.12,168.67
44829,2024-10,Karnataka,Bellary,Millets,Post-Monsoon,31.5,167.4,4447.95,1543.95,443.66,222.11,0.37,0.2,121.78
44830,2024-11,Karnataka,Bellary,Millets,Post-Monsoon,28.0,223.2,2397.43,2590.73,410.86,219.65,0.94,0.52,73.34
44831,2024-12,Karnataka,Bellary,Millets,Post-Monsoon,37.9,217.1,2290.8,1315.0,329.56,280.36,0.04,0.12,13.13
44832,2023-01,Karnataka,Bellary,Barley,Kharif,19.2,169.4,2855.21,1375.18,145.68,186.55,0.12,0.2,38.18
44833,2023-02,Karnataka,Bellary,Barley,Kharif,29.3,224.7,3161.86,2771.95,156.11,131.0,0.0,0.06,120.44
44834,2023-03,Karnataka,Bellary,Barley,Kharif,36.4,10.9,4887.34,1897.12,284.73,298.09,0.76,0.0,103.82
44835,2023-04,Karnataka,Bellary,Barley,Kharif,21.6,118.2,3624.84,2028.5,303.08,56.66,0.32,0.86,22.57
44836,2023-05,Karnataka,Bellary,Barley,Kharif,28.2,73.5,1085.41,4436.93,132.22,217.46,0.06,0.5,353.44
44837,2023-06,Karnataka,Bellary,Barley,Kharif,38.9,77.8,3243.12,2204.79,392.9,77.32,0.09,0.22,0.93
44838,2023-07,Karnataka,Bellary,Barley,Kharif,34.0,276.3,2948.24,1674.4,381.54,105.12,0.49,0.35,2.54
44839,2023-08,Karnataka,Bellary,Barley,Kharif,25.1,151.6,994.11,1605.63,155.11,177.8,0.33,0.32,145.74
44840,2023-09,Karnataka,Bellary,Barley,Kharif,20.3,217.5,4365.17,3104.61,96.29,59.95,0.71,0.9,126.79
44841,2023-10,Karnataka,Bellary,Barley,Kharif,39.3,85.1,4492.59,1358.15,349.96,146.22,0.43,0.13,120.28
44842,2023-11,Karnataka,Bellary,Barley,Kharif,25.0,1.1,2442.21,1192.3,206.65,94.46,0.23,0.77,38.37
44843,2023-12,Karnataka,Bellary,Barley,Kharif,19.5,296.5,1709.64,2281.97,218.53,72.35,0.06,0.05,143.55
44844,2024-01,Karnataka,Bellary,Barley,Kharif,24.7,59.8,1457.01,400.8,195.33,80.25,0.65,0.94,41.53
44845,2024-02,Karnataka,Bellary,Barley,Kharif,29.9,66.3,707.32,2694.5,251.8,232.2,0.69,0.71,212.02
44846,2024-03,Karnataka,Bellary,Barley,Kharif,17.3,212.9,1333.64,2747.75,312.52,261.5,0.18,0.23,164.55
44847,2024-04,Karnataka,Bellary,Barley,Kharif,37.3,175.7,4158.42,1872.63,140.19,169.38,0.49,0.41,16.84
44848,2024-05,Karnataka,Bellary,Barley,Kharif,16.2,295.0,1112.56,3149.9,279.47,268.0,0.68,0.33,216.66
44849,2024-06,Karnataka,Bellary,Barley,Kharif,16.9,101.5,2137.78,1842.16,402.05,52.09,0.53,0.24,16.38
44850,2024-07,Karnataka,Bellary,Barley,Kharif,26.4,161.9,4898.91,2448.98,354.7,226.52,0.24,0.52,37.26
44851,2024-08,Karnataka,Bellary,Barley,Kharif,32.6,156.9,3124.82,3898.63,214.76,65.21,0.56,0.93,209.75
44852,2024-09,Karnataka,Bellary,Barley,Kharif,26.7,32.0,4468.62,3207.5,466.08,167.33,0.28,0.37,17.29
44853,2024-10,Karnataka,Bellary,Barley,Kharif,37.5,194.9,4613.79,1696.03,182.53,265.25,0.21,0.64,11.94
44854,2024-11,Karnataka,Bellary,Barley,Kharif,27.3,267.8,3072.33,2113.17,383.8,275.34,0.01,0.59,40.71
44855,2024-12,Karnataka,Bellary,Barley,Kharif,17.2,174.9,3185.98,2049.38,167.67,133.31,0.82,0.72,74.39
44856,2023-01,Karnataka,Bellary,Barley,Rabi,39.8,112.9,2213.72,1925.46,457.68,111.26,0.64,0.19,2.74
44857,2023-02,Karnataka,Bellary,Barley,Rabi,37.0,299.6,2915.54,1932.45,258.75,297.6,0.38,0.55,69.13
44858,2023-03,Karnataka,Bellary,Barley,Rabi,35.4,177.2,1897.27,2176.26,388.84,299.22,0.14,0.96,110.82
44859,2023-04,Karnataka,Bellary,Barley,Rabi,20.8,1.9,1380.35,4351.11,321.92,110.21,0.46,0.56,262.13
44860,2023-05,Karnataka,Bellary,Barley,Rabi,37.7,233.0,3493.01,3305.12,262.46,285.36,0.18,0.99,154.71
44861,2023-06,Karnataka,Bellary,Barley,Rabi,34.6,159.0,2639.22,3491.91,304.01,152.31,0.14,0.49,165.79
44862,2023-07,Karnataka,Bellary,Barley,Rabi,27.5,177.9,2149.62,1064.27,146.5,212.58,0.41,0.27,51.66
44863,2023-08,Karnataka,Bellary,Barley,Rabi,31.1,55.1,4364.36,480.68,197.21,283.56,0.59,0.39,124.3
44864,2023-09,Karnataka,Bellary,Barley,Rabi,18.3,157.1,3320.08,2636.11,402.8,258.98,0.43,0.12,14.45
44865,2023-10,Karnataka,Bellary,Barley,Rabi,32.0,18.2,4793.08,3285.14,237.36,182.98,0.75,0.34,29.32
44866,2023-11,Karnataka,Bellary,Barley,Rabi,30.5,79.9,1951.21,1777.6,263.62,187.48,0.55,0.18,59.88
44867,2023-12,Karnataka,Bellary,Barley,Rabi,18.5,141.9,2201.64,3081.75,425.45,68.06,0.35,0.06,91.9
44868,2024-01,Karnataka,Bellary,Barley,Rabi,19.4,25.9,1032.4,1387.42,340.04,147.67,0.33,0.07,46.86
44869,2024-02,Karnataka,Bellary,Barley,Rabi,28.8,297.4,2222.21,1522.66,217.16,264.62,0.64,0.41,73.53
44870,2024-03,Karnataka,Bellary,Barley,Rabi,39.4,13.9,682.78,1656.91,388.02,69.05,0.35,0.81,108.21
44871,2024-04,Karnataka,Bellary,Barley,Rabi,19.1,19.6,3256.22,4298.68,388.68,154.55,0.42,0.37,137.37
44872,2024-05,Karnataka,Bellary,Barley,Rabi,33.7,142.4,4083.62,2885.99,430.36,245.22,0.23,0.89,29.61
44873,2024-06,Karnataka,Bellary,Barley,Rabi,31.0,278.7,1418.27,2777.35,125.77,74.28,0.54,0.84,251.04
44874,2024-07,Karnataka,Bellary,Barley,Rabi,32.8,48.9,3114.95,1014.35,178.97,128.06,0.64,0.23,28.28
44875,2024-08,Karnataka,Bellary,Barley,Rabi,29.2,6.1,4540.35,2345.48,448.59,163.32,0.99,0.44,88.76
44876,2024-09,Karnataka,Bellary,Barley,Rabi,19.1,290.0,1016.63,1938.48,112.41,240.04,0.63,0.97,219.86
44877,2024-10,Karnataka,Bellary,Barley,Rabi,22.9,192.3,3500.16,1056.5,158.85,73.95,0.69,0.24,26.7
44878,2024-11,Karnataka,Bellary,Barley,Rabi,36.1,166.2,2271.89,4055.56,300.66,152.59,0.29,0.91,243.64
44879,2024-12,Karnataka,Bellary,Barley,Rabi,23.9,110.7,3654.47,1638.58,234.64,70.1,0.55,0.63,2.06
44880,2023-01,Karnataka,Bellary,Barley,Zaid,24.5,254.5,3400.99,636.47,482.24,180.57,0.82,0.99,106.72
44881,2023-02,Karnataka,Bellary,Barley,Zaid,19.8,271.7,1192.79,1732.15,245.7,220.14,0.88,0.89,145.93
44882,2023-03,Karnataka,Bellary,Barley,Zaid,36.1,144.4,2598.31,3050.51,422.67,262.29,0.05,0.12,83.48
44883,2023-04,Karnataka,Bellary,Barley,Zaid,26.4,66.7,2758.12,3171.63,415.47,186.95,0.69,0.87,101.12
44884,2023-05,Karnataka,Bellary,Barley,Zaid,24.9,260.5,1636.44,2055.7,431.61,277.22,0.7,0.13,56.12
44885,2023-06,Karnataka,Bellary,Barley,Zaid,38.3,235.6,2748.54,1596.87,478.92,140.61,0.14,0.33,24.4
44886,2023-07,Karnataka,Bellary,Barley,Zaid,18.7,83.9,3674.09,1159.07,414.66,94.77,0.15,0.9,72.84
44887,2023-08,Karnataka,Bellary,Barley,Zaid,18.5,215.7,1879.92,3488.39,380.9,233.95,0.69,0.14,154.39
44888,2023-09,Karnataka,Bellary,Barley,Zaid,34.7,135.2,1758.49,530.23,237.58,130.2,0.56,1.0,37.18
44889,2023-10,Karnataka,Bellary,Barley,Zaid,31.4,24.6,3788.39,1404.12,395.05,73.89,0.64,0.24,101.71
44890,2023-11,Karnataka,Bellary,Barley,Zaid,30.0,94.0,2224.66,1998.26,260.33,104.37,0.87,0.68,82.55
44891,2023-12,Karnataka,Bellary,Barley,Zaid,23.9,267.4,1895.39,2772.58,207.41,258.23,0.92,0.17,158.71
44892,2024-01,Karnataka,Bellary,Barley,Zaid,37.6,53.3,3871.26,3916.08,450.08,129.97,0.55,0.07,50.89
44893,2024-02,Karnataka,Bellary,Barley,Zaid,19.4,10.8,4668.24,1827.61,249.6,165.92,0.51,0.67,52.1
44894,2024-03,Karnataka,Bellary,Barley,Zaid,20.4,276.4,4486.28,4450.06,153.68,89.8,0.6,0.42,181.81
44895,2024-04,Karnataka,Bellary,Barley,Zaid,24.2,279.7,1632.78,1672.35,293.76,209.93,0.52,0.16,77.71
44896,2024-05,Karnataka,Bellary,Barley,Zaid,22.6,21.0,3024.12,505.28,185.35,259.31,0.84,0.46,58.62
44897,2024-06,Karnataka,Bellary,Barley,Zaid,33.9,234.1,4895.63,1105.78,186.59,163.0,0.98,0.95,65.26
44898,2024-07,Karnataka,Bellary,Barley,Zaid,18.6,125.8,2316.43,1292.57,488.64,162.4,0.09,0.05,54.93
44899,2024-08,Karnataka,Bellary,Barley,Zaid,28.0,296.4,4879.3,2625.1,236.37,113.9,0.96,0.75,22.42
44900,2024-09,Karnataka,Bellary,Barley,Zaid,16.1,47.5,2317.39,2222.91,257.27,212.02,0.98,0.99,100.42
44901,2024-10,Karnataka,Bellary,Barley,Zaid,34.9,191.1,4326.02,3158.56,416.88,189.34,0.25,0.37,19.32
44902,2024-11,Karnataka,Bellary,Barley,Zaid,31.5,27.5,938.87,1873.52,256.39,241.07,0.11,0.32,130.14
44903,2024-12,Karnataka,Bellary,Barley,Zaid,30.4,24.8,4873.04,1508.18,283.52,178.6,0.24,0.58,90.38
44904,2023-01,Karnataka,Bellary,Barley,Post-Monsoon,37.4,153.6,2125.82,2235.42,61.07,277.33,0.85,0.08,141.71
44905,2023-02,Karnataka,Bellary,Barley,Post-Monsoon,20.3,165.3,1069.7,1266.06,492.54,169.96,0.41,0.7,34.77
44906,2023-03,Karnataka,Bellary,Barley,Post-Monsoon,32.3,30.4,2022.73,4447.29,102.74,194.34,0.78,0.75,310.75
44907,2023-04,Karnataka,Bellary,Barley,Post-Monsoon,32.2,198.2,1760.48,2644.7,431.37,250.38,0.62,0.75,119.05
44908,2023-05,Karnataka,Bellary,Barley,Post-Monsoon,36.0,258.3,1592.52,4146.15,268.73,229.95,0.56,0.24,263.82
44909,2023-06,Karnataka,Bellary,Barley,Post-Monsoon,22.8,117.4,1459.67,2759.63,117.77,159.51,0.95,0.92,228.16
44910,2023-07,Karnataka,Bellary,Barley,Post-Monsoon,18.4,62.8,3077.48,684.91,463.1,143.27,0.87,0.93,105.8
44911,2023-08,Karnataka,Bellary,Barley,Post-Monsoon,33.7,288.7,1344.55,2483.52,168.98,105.22,0.68,0.7,212.93
44912,2023-09,Karnataka,Bellary,Barley,Post-Monsoon,28.1,126.0,4702.39,513.27,408.95,83.57,0.48,0.65,180.76
44913,2023-10,Karnataka,Bellary,Barley,Post-Monsoon,34.1,72.4,2516.04,3927.72,421.7,227.32,0.18,0.45,155.59
44914,2023-11,Karnataka,Bellary,Barley,Post-Monsoon,26.8,249.0,3148.59,2536.75,414.12,87.59,0.44,0.35,34.87
44915,2023-12,Karnataka,Bellary,Barley,Post-Monsoon,36.8,209.3,2822.42,454.64,94.95,276.15,0.16,0.11,7.19
44916,2024-01,Karnataka,Bellary,Barley,Post-Monsoon,16.9,217.4,4634.51,738.78,152.66,64.24,0.83,0.3,102.29
44917,2024-02,Karnataka,Bellary,Barley,Post-Monsoon,29.9,103.1,837.57,1686.21,461.43,169.75,0.18,0.29,64.92
44918,2024-03,Karnataka,Bellary,Barley,Post-Monsoon,38.4,141.8,1313.71,2769.4,320.9,211.52,0.24,0.63,180.46
44919,2024-04,Karnataka,Bellary,Barley,Post-Monsoon,15.8,212.1,2408.52,2367.61,116.75,155.08,0.31,0.12,134.45
44920,2024-05,Karnataka,Bellary,Barley,Post-Monsoon,33.0,258.3,4880.44,2977.38,205.85,144.02,0.34,0.24,40.27
44921,2024-06,Karnataka,Bellary,Barley,Post-Monsoon,38.0,183.6,4816.97,2306.65,476.09,287.65,0.79,0.26,99.05
44922,2024-07,Karnataka,Bellary,Barley,Post-Monsoon,23.3,62.0,1426.84,591.79,438.02,210.39,0.79,0.18,57.26
44923,2024-08,Karnataka,Bellary,Barley,Post-Monsoon,39.3,137.9,591.68,3228.3,407.71,255.87,0.43,0.44,209.13
44924,2024-09,Karnataka,Bellary,Barley,Post-Monsoon,18.2,130.0,1898.53,2337.06,118.57,117.09,0.05,0.66,181.74
44925,2024-10,Karnataka,Bellary,Barley,Post-Monsoon,30.2,41.8,2336.05,1197.4,247.94,264.83,0.73,0.22,0.75
44926,2024-11,Karnataka,Bellary,Barley,Post-Monsoon,30.0,259.0,4149.59,3592.46,132.46,261.3,0.86,0.93,165.45
44927,2024-12,Karnataka,Bellary,Barley,Post-Monsoon,26.7,82.4,781.78,418.6,253.7,172.62,0.89,0.84,51.88
44928,2023-01,Karnataka,Bellary,Groundnut,Kharif,22.7,297.8,3577.42,2477.97,287.77,242.87,0.79,0.6,56.78
44929,2023-02,Karnataka,Bellary,Groundnut,Kharif,29.8,22.5,1153.69,2632.23,277.37,76.65,0.07,0.3,165.17
44930,2023-03,Karnataka,Bellary,Groundnut,Kharif,16.3,46.4,1561.81,1519.15,295.97,209.73,0.83,0.04,32.76
44931,2023-04,Karnataka,Bellary,Groundnut,Kharif,29.3,109.9,1249.49,2896.65,134.61,89.53,0.31,0.52,236.56
44932,2023-05,Karnataka,Bellary,Groundnut,Kharif,35.4,295.6,3289.74,2033.57,436.05,227.67,0.89,0.31,18.61
44933,2023-06,Karnataka,Bellary,Groundnut,Kharif,38.4,56.8,2766.55,2347.64,406.85,277.89,0.65,0.29,18.81
44934,2023-07,Karnataka,Bellary,Groundnut,Kharif,22.6,86.4,1642.11,4326.44,205.63,200.28,0.94,0.34,270.42
44935,2023-08,Karnataka,Bellary,Groundnut,Kharif,26.0,28.6,3539.84,4128.99,357.34,202.44,0.08,0.26,124.3
44936,2023-09,Karnataka,Bellary,Groundnut,Kharif,34.0,3.9,1456.14,3071.48,260.91,199.64,0.32,0.77,203.21
44937,2023-10,Karnataka,Bellary,Groundnut,Kharif,17.1,268.1,2320.02,967.07,480.03,292.11,0.21,0.46,43.29
44938,2023-11,Karnataka,Bellary,Groundnut,Kharif,27.5,258.0,3747.06,3101.46,177.2,289.84,0.07,0.08,110.49
44939,2023-12,Karnataka,Bellary,Groundnut,Kharif,31.6,261.6,1316.47,1868.75,420.47,172.21,0.2,0.59,96.83
44940,2024-01,Karnataka,Bellary,Groundnut,Kharif,34.2,60.2,1379.13,3532.49,108.97,53.02,0.36,0.81,291.79
44941,2024-02,Karnataka,Bellary,Groundnut,Kharif,17.6,50.7,930.65,1350.37,115.76,291.18,0.36,0.11,120.16
44942,2024-03,Karnataka,Bellary,Groundnut,Kharif,37.7,60.3,1339.17,2361.1,149.2,72.56,0.83,0.03,152.03
44943,2024-04,Karnataka,Bellary,Groundnut,Kharif,16.2,243.4,2125.74,1943.3,191.25,235.18,0.15,0.26,109.95
44944,2024-05,Karnataka,Bellary,Groundnut,Kharif,24.6,206.3,3644.69,2484.61,400.19,138.98,0.26,0.75,29.48
44945,2024-06,Karnataka,Bellary,Groundnut,Kharif,38.3,187.5,4503.66,1652.7,122.11,273.96,0.72,0.89,10.38
44946,2024-07,Karnataka,Bellary,Groundnut,Kharif,35.2,239.8,1006.61,3265.21,127.5,285.57,0.98,0.93,297.9
44947,2024-08,Karnataka,Bellary,Groundnut,Kharif,29.9,152.3,4602.47,1104.61,118.51,77.13,0.52,0.07,74.04
44948,2024-09,Karnataka,Bellary,Groundnut,Kharif,34.6,193.9,1166.68,1553.52,95.75,273.68,0.01,0.19,157.3
44949,2024-10,Karnataka,Bellary,Groundnut,Kharif,24.7,179.8,3943.04,2469.76,240.04,263.83,0.95,0.78,46.64
44950,2024-11,Karnataka,Bellary,Groundnut,Kharif,29.5,250.4,1481.99,615.94,390.57,215.26,0.14,0.05,17.51
44951,2024-12,Karnataka,Bellary,Groundnut,Kharif,22.8,168.0,4148.66,2432.49,454.55,147.36,0.75,0.61,36.66
44952,2023-01,Karnataka,Bellary,Groundnut,Rabi,18.3,182.4,3359.07,483.28,62.04,50.05,0.59,0.17,34.14
44953,2023-02,Karnataka,Bellary,Groundnut,Rabi,37.2,203.8,1552.1,1074.36,380.13,299.63,0.75,0.3,11.38
44954,2023-03,Karnataka,Bellary,Groundnut,Rabi,29.0,256.8,1484.77,677.53,328.89,294.18,0.18,0.3,17.4
44955,2023-04,Karnataka,Bellary,Groundnut,Rabi,28.0,223.9,1456.15,1217.12,243.57,106.56,0.26,0.17,70.61
44956,2023-05,Karnataka,Bellary,Groundnut,Rabi,32.8,38.3,1586.41,2037.77,222.51,189.48,0.67,0.42,114.56
44957,2023-06,Karnataka,Bellary,Groundnut,Rabi,17.8,172.0,4482.66,1288.55,273.28,85.85,0.54,0.06,102.96
44958,2023-07,Karnataka,Bellary,Groundnut,Rabi,37.1,224.8,3859.47,2238.16,327.78,278.2,0.5,0.11,9.24
44959,2023-08,Karnataka,Bellary,Groundnut,Rabi,33.3,97.9,1677.26,3235.33,267.05,158.02,0.73,0.43,185.85
44960,2023-09,Karnataka,Bellary,Groundnut,Rabi,28.1,76.4,2204.22,1063.46,237.81,53.31,0.21,0.45,24.45
44961,2023-10,Karnataka,Bellary,Groundnut,Rabi,29.7,17.8,2726.23,3107.43,213.73,292.88,0.4,0.81,157.31
44962,2023-11,Karnataka,Bellary,Groundnut,Rabi,32.4,149.5,2832.83,2576.04,146.75,116.33,0.85,0.44,121.09
44963,2023-12,Karnataka,Bellary,Groundnut,Rabi,16.6,259.0,3213.08,4068.32,440.02,85.09,0.04,0.21,131.04
44964,2024-01,Karnataka,Bellary,Groundnut,Rabi,15.7,84.9,1451.22,1154.76,101.57,79.72,0.28,0.87,127.33
44965,2024-02,Karnataka,Bellary,Groundnut,Rabi,19.0,30.1,1226.86,4073.87,79.15,236.4,0.8,0.67,324.39
